GeneID,Symbol,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession
1028,CDKN1C,115396,117974
1029,CDKN2A,21967751,21995042
1030,CDKN2B,22002902,22009312
1031,CDKN2C,50968694,50974636
1032,CDKN2D,10566461,10568978
1033,CDKN3,54396867,54420217
1036,CDO1,115804732,115816707
1038,CDR1,140783259,140784557
1039,CDR2,22345935,22374616
1039,CDR2,730421,759097
1040,CDS1,84582903,84651339
1041,CDSN,31115087,31120474
1041,CDSN,2597462,2602850
1041,CDSN,2374451,2379834
1041,CDSN,2425601,2430984
1041,CDSN,2459204,2464587
1041,CDSN,2373086,2378476
1043,CD52,26317919,26320522
1044,CDX1,150166780,150184557
1045,CDX2,27960917,27969367
1046,CDX4,73447253,73454584
1047,CLGN,140388452,140427660
1048,CEACAM5,41708584,41730432
1050,CEBPA,33299933,33302563
1051,CEBPB,50190582,50192689
1052,CEBPD,47736913,47738163
1053,CEBPE,23117305,23119610
1054,CEBPG,33373668,33382685
1056,CEL,133061977,133071862
1057,CELP,133082538,133087090
1058,CENPA,26786013,26794588
1059,CENPB,3783850,3786689
1060,CENPC,67468761,67545537
1061,CENPCP1,89499907,89503081
1062,CENPE,103105805,103198408
1063,CENPF,214603188,214664570
1066,CES1,55802850,55833162
1066,CES1,26723,57067
1068,CETN1,580342,582019
1069,CETN2,152827326,152830756
1070,CETN3,90393334,90409785
1071,CETP,56961922,56983843
1072,CFL1,65854810,65858332
1073,CFL2,34710381,34714822
1074,CFL1P5,69312858,69313952
1074,CFL1P5,96022,97116
1075,CTSC,88293591,88337786
1080,CFTR,117479962,117668664
1081,CGA,87085497,87095146
1082,CGB3,49022868,49024374
1084,CEACAM3,41796589,41811552
1085,CEACAMP5,42654151,42663016
1086,CEACAMP11,43283435,43284345
1087,CEACAM7,41673306,41688276
1087,CEACAM7,4497,8693
1088,CEACAM8,42580242,42595156
1089,CEACAM4,41616985,41627086
1089,CEACAM4,54926,63029
1090,CEACAMP1,42620172,42633135
1091,CEACAMP2,42560436,42560794
1092,CEACAMP3,41601255,41601502
1092,CEACAMP3,80497,80744
1093,CEACAMP4,43303201,43303497
1094,CEACAMP6,42785710,42786620
1095,CEACAMP7,42949502,42950414
1096,CEACAMP8,43040373,43041273
1097,CEACAMP9,43096448,43097359
1098,CEACAMP10,43219987,43220898
1101,CHAD,50464491,50469880
1102,RCBTB2,48488962,48535996
1103,CHAT,49609094,49665103
1104,RCC1,28505942,28539195
1105,CHD1,98855203,98929771
1106,CHD2,92900320,93028006
1107,CHD3,7884763,7912756
1108,CHD4,6570081,6607438
1109,AKR1C4,5196834,5218946
1111,CHEK1,125624909,125676255
1112,FOXN3,89156171,89619149
1113,CHGA,92922593,92935292
1113,CHGA,37661,49854
1114,CHGB,5911327,5925360
1116,CHI3L1,203178930,203186793
1117,CHI3L2,111227079,111243439
1118,CHIT1,203216078,203229731
1119,CHKA,68052858,68121390
1120,CHKB,50578957,50582998
1121,CHM,85861179,86047564
1122,CHML,241628863,241635929
1123,CHN1,174799313,175005378
1124,CHN2,29146546,29514334
1128,CHRM1,62908674,62921860
1129,CHRM2,136868636,137020254
1130,LYST,235661030,235883707
1131,CHRM3,239386564,239915449
1132,CHRM4,46384791,46386607
1133,CHRM5,33968313,34065093
1134,CHRNA1,174747591,174764471
1135,CHRNA2,27459760,27479295
1136,CHRNA3,78593051,78621294
1137,CHRNA4,63343309,63375470
1138,CHRNA5,78565519,78595268
1139,CHRNA7,32030461,32172520
1139,CHRNA7,4315602,4455517
1139,CHRNA7,4203150,4343065
1139,CHRNA7,357900,497807
1140,CHRNB1,7445086,7457612
1140,CHRNB1,65543,78069
1141,CHRNB2,154567780,154584707
1142,CHRNB3,42697375,42737406
1143,CHRNB4,78623281,78655585
1144,CHRND,232526159,232537906
1145,CHRNE,4897768,4905018
1146,CHRNG,232539726,232546327
1147,CHUK,100188297,100229609
1149,CIDEA,12254318,12277594
1152,CKB,103519657,103522858
1153,CIRBP,1269265,1274809
1154,CISH,50606453,50611830
1155,TBCB,36114948,36125947
1157,CKBP1,46842457,46844618
1158,CKM,45306412,45322976
1159,CKMT1B,43592856,43599405
1160,CKMT2,81227594,81266397
1161,ERCC8,60873831,60945077
1163,CKS1B,154974641,154979248
1164,CKS2,89311194,89316702
1173,AP2M1,184174845,184184090
1174,AP1S1,101154397,101161276
1175,AP2S1,46838157,46850994
1176,AP3S1,115841605,115914080
1178,CLC,39731252,39738028
1179,CLCA1,86468842,86500293
1180,CLCN1,143316125,143352007
1181,CLCN2,184346184,184361650
1182,CLCN3,169620520,169723186
1183,CLCN4,10156944,10237659
1184,CLCN5,49922614,50099234
1185,CLCN6,11806095,11843143
1186,CLCN7,1444932,1475083
1187,CLCNKA,16021990,16034049
1188,CLCNKB,16043735,16057325
1191,CLU,27596916,27615030
1192,CLIC1,31730580,31737317
1192,CLIC1,3207868,3214609
1192,CLIC1,2978341,2985080
1192,CLIC1,3035627,3042368
1192,CLIC1,3072455,3079196
1192,CLIC1,2986391,2993136
1192,CLIC1,3029876,3036619
1193,CLIC2,155276206,155334680
1195,CLK1,200853008,200864743
1196,CLK2,155262867,155273528
1196,CLK2,67890,78551
1197,CLK2P1,23584715,23586526
1198,CLK3,74598475,74645417
1200,TPP1,6612765,6619460
1201,CLN3,28466652,28492301
1203,CLN5,76991923,77002516
1204,CLNS1AP1,54484498,54485852
1207,CLNS1A,77616150,77637805
1208,CLPS,35794981,35797343
1209,CLPTM1,44954584,44993345
1211,CLTA,36190854,36212061
1212,CLTB,176392454,176416568
1213,CLTC,59619688,59696955
1215,CMA1,24505354,24508264
1230,CCR1,46201708,46208340
1232,CCR3,46210698,46266705
1233,CCR4,32951554,32955311
1234,CCR5,46370141,46376205
1235,CCR6,167111806,167139140
1236,CCR7,40553768,40565483
1237,CCR8,39329705,39333679
1238,ACKR2,42809471,42867282
1240,CMKLR1,108288043,108339346
1241,LTB4R,24311498,24318035
1241,LTB4R,612476,619013
1244,ABCC2,99782597,99853740
1258,CNGB1,57882339,57971115
1259,CNGA1,47935014,48016717
1260,CNGA2,151734745,151745563
1261,CNGA3,98346154,98399153
1262,CNGA4,6234712,6245923
1263,PLK3,44799951,44805994
1264,CNN1,11538716,11550322
1265,CNN2,1026274,1039067
1266,CNN3,94896948,94927222
1267,CNP,41966740,41977739
1268,CNR1,88139863,88172848
1269,CNR2,23873074,23913326
1270,CNTF,58622672,58625732
1271,CNTFR,34551431,34590385
1272,CNTN1,40692428,41072411
1277,COL1A1,50184095,50201648
1278,COL1A2,94394560,94431231
1280,COL2A1,47972964,48006211
1281,COL3A1,188974372,189012745
1282,COL4A1,110148957,110307156
1284,COL4A2,110307266,110513208
1285,COL4A3,227164564,227314791
1286,COL4A4,226970292,227164558
1287,COL4A5,108439843,108697544
1288,COL4A6,108155606,108439496
1289,COL5A1,134641788,134844842
1290,COL5A2,189031914,189225300
1291,COL6A1,45981748,46005048
1292,COL6A2,46098070,46132848
1293,COL6A3,237324011,237434821
1294,COL7A1,48564072,48595301
1295,COL8A1,99638595,99796732
1296,COL8A2,36095235,36126206
1297,COL9A1,70216039,70303082
1298,COL9A2,40300486,40317652
1299,COL9A3,62817061,62841158
1300,COL10A1,116118908,116219936
1301,COL11A1,102876466,103108579
1302,COL11A2,33162691,33193008
1302,COL11A2,4574199,4603974
1302,COL11A2,4406190,4435966
1302,COL11A2,4582164,4611939
1302,COL11A2,4598649,4628423
1302,COL11A2,4357095,4386870
1302,COL11A2,4611337,4638115
1303,COL12A1,75084325,75206261
1305,COL13A1,69801834,69959147
1306,COL15A1,98943391,99070791
1307,COL16A1,31652246,31704166
1308,COL17A1,104031287,104085879
1310,COL19A1,69866555,70215062
1311,COMP,18782772,18791304
1312,COMT,19941739,19969974
1314,COPA,160288586,160343563
1315,COPB1,14457502,14499894
1316,KLF6,3775995,3785280
1317,SLC31A1,113221527,113264491
1318,SLC31A2,113150957,113164141
1325,CORT,10449718,10452002
1326,MAP3K8,30434020,30461832
1327,COX4I1,85799566,85807002
1329,COX5B,97646057,97648193
1330,COX5BP1,81919921,81920399
1331,COX5BP2,136034514,136034885
1332,COX5BP3,133727279,133727767
1333,COX5BP4,83106487,83106982
1336,COX5BP7,39120203,39120563
1337,COX6A1,120438089,120440741
1338,COX6A1P1,80495888,80496421
1339,COX6A2,31427730,31428427
1340,COX6B1,35648222,35658783
1342,COX6B1P2,48713646,48713867
1343,COX6B1P3,40569188,40569680
1345,COX6C,99877994,99894013
1346,COX7A1,36150921,36152868
1347,COX7A2,75237674,75244658
1348,COX7A2P2,96902762,96903188
1349,COX7B,77899463,77905383
1350,COX7C,86617966,86620765
1351,COX8A,63974606,63976542
1352,COX10,14069401,14208678
1353,COX11,54951897,54968784
1355,COX15,99694792,99732665
1356,CP,149162409,149222044
1357,CPA1,130380370,130388107
1358,CPA2,130266862,130289797
1359,CPA3,148865255,148897090
1360,CPB1,148827800,148860186
1361,CPB2,46053065,46105075
1362,CPD,30378923,30469656
1363,CPE,165378941,165498546
1364,CLDN4,73830862,73832692
1365,CLDN3,73768996,73770269
1366,CLDN7,7259902,7263192
1368,CPM,68842192,68963239
1369,CPN1,100042307,100081884
1370,CPN2,194339764,194351386
1371,CPOX,98569836,98593683
1373,CPS1,210477681,210679106
1374,CPT1A,68754619,68844409
1375,CPT1B,50568860,50578666
1376,CPT2,53196428,53214196
1378,CR1,207496127,207641764
1379,CR1L,207645112,207723690
1380,CR2,207454299,207489894
1381,CRABP1,78340323,78348229
1382,CRABP2,156699605,156705815
1384,CRAT,129094793,129110797
1385,CREB1,207529891,207605988
1386,ATF2,175072249,175168205
1387,CREBBP,3725053,3880726
1388,ATF6B,32115267,32128239
1388,ATF6B,3553600,3566570
1388,ATF6B,3356633,3369603
1388,ATF6B,3457287,3470259
1389,CREBL2,12611832,12645107
1390,CREM,35126829,35212957
1392,CRH,66176376,66178644
1393,CRHBP,76952854,76981142
1394,CRHR1,45784279,45835827
1394,CRHR1,952321,1003889
1394,CRHR1,486390,537949
1395,CRHR2,30649405,30700102
1396,CRIP1,105486919,105488788
1397,CRIP2,105472937,105480169
1398,CRK,1421352,1456266
1398,CRK,363378,379184
1399,CRKL,20917406,20953748
1400,CRMP1,5820763,5893082
1401,CRP,159712288,159714588
1404,HAPLN1,83638197,83721209
1406,CRX,47821839,47843329
1407,CRY1,106991363,107093871
1408,CRY2,45847117,45883247
1409,CRYAA,43169007,43172809
1410,CRYAB,111908619,111913212
1411,CRYBA1,29246856,29254493
1412,CRYBA2,218990189,218993404
1413,CRYBA4,26607981,26630671
1414,CRYBB1,26599277,26618103
1415,CRYBB2,25211659,25231868
1416,CRYBB2P1,25448086,25461677
1417,CRYBB3,25194243,25207616
1418,CRYGA,208160739,208163572
1419,CRYGB,208142572,208146326
1420,CRYGC,208128136,208139099
1420,CRYGC,126430,128123
1421,CRYGD,208121606,208124588
1421,CRYGD,119900,122882
1423,CRYGFP,209145210,209147746
1424,CRYGGP,51774997,51775713
1427,CRYGS,186538438,186544450
1428,CRYM,21258517,21303135
1428,CRYM,82208,126827
1429,CRYZ,74705469,74733407
1430,CRYZP1,103087700,103089774
1430,CRYZP1,154953,157027
1431,CS,56271698,56300390
1432,MAPK14,36027676,36122963
1434,CSE1L,49046245,49096959
1435,CSF1,109910505,109930993
1436,CSF1R,150053290,150113371
1437,CSF2,132073791,132076169
1438,CSF2RA,1268799,1325096
1439,CSF2RB,36913573,36940448
1440,CSF3,40015360,40017812
1441,CSF3R,36466042,36483313
1442,CSH1,63894907,63896660
1443,CSH2,63872011,63873728
1444,CSHL1,63909596,63911327
1445,CSK,74782083,74803197
1446,CSN1S1,69931061,69946569
1447,CSN2,69955255,69965761
1447,CSN2,187,5897
1448,CSN3,70238369,70251431
1452,CSNK1A1,149495893,149551551
1453,CSNK1D,82239018,82273741
1454,CSNK1E,38290690,38318083
1455,CSNK1G2,1941148,1981337
1456,CSNK1G3,123512098,123617044
1457,CSNK2A1,472497,543837
1459,CSNK2A2,58157902,58197919
1460,CSNK2B,31665879,31670069
1460,CSNK2B,3143170,3147360
1460,CSNK2B,2913650,2917841
1460,CSNK2B,2970926,2975116
1460,CSNK2B,3007751,3011941
1460,CSNK2B,2921703,2925893
1460,CSNK2B,2965163,2969353
1462,VCAN,83471673,83582302
1463,NCAN,19211972,19252251
1464,CSPG4,75674321,75712847
1465,CSRP1,201483529,201507258
1466,CSRP2,76858714,76879039
1467,CSRP2P1,119530829,119531610
1468,SLC25A10,81712235,81721015
1469,CST1,23747552,23750936
1470,CST2,23823766,23826674
1471,CST3,23627896,23638047
1472,CST4,23685639,23689024
1473,CST5,23875934,23879742
1474,CST6,66011990,66013504
1475,CSTA,122325163,122341968
1476,CSTB,43773664,43776374
1477,CSTF1,56392370,56404525
1478,CSTF2,100820358,100843533
1479,CSTF3,33084583,33161490
1480,CSTP1,23918770,23922168
1481,CSTP2,23772858,23776168
1482,NKX2-5,173232103,173235320
1485,CTAG1B,154617608,154619270
1486,CTBS,84553120,84574479
1487,CTBP1,1211439,1253918
1488,CTBP2,124987848,125161060
1489,CTF1,30895823,30903559
1490,CCN2,131948175,131951377
1491,CTH,70411217,70441948
1493,CTLA4,203867787,203873959
1495,CTNNA1,138753385,138935033
1496,CTNNA2,79505053,80648867
1497,CTNS,3636467,3663102
1498,CTNNA1P1,115389023,115392440
1499,CTNNB1,41199421,41240452
1500,CTNND1,57761761,57819179
1501,CTNND2,10971839,11904066
1503,CTPS1,40979298,41012564
1504,CTRB1,75218985,75224926
1504,CTRB1,52010,55138
1506,CTRL,67929569,67931874
1508,CTSB,11842523,11868149
1508,CTSB,1479908,1505568
1509,CTSD,1752751,1763991
1510,CTSE,206009263,206023908
1511,CTSG,24573517,24576259
1512,CTSH,78921749,78945097
1513,CTSK,150796207,150808440
1514,CTSL,87725436,87731468
1515,CTSV,97029676,97039642
1517,CTSLP2,47580670,47583418
1518,CTSLP8,87844744,87847423
1519,CTSO,155924117,155953895
1519,CTSO,88740,118512
1520,CTSS,150730195,150765956
1521,CTSW,65879812,65883740
1522,CTSZ,58995186,59007253
1523,CUX1,101815903,102283957
1524,CX3CR1,39263493,39281734
1525,CXADR,17512905,17636212
1527,TEX28,154271264,154295355
1528,CYB5A,74253291,74292015
1531,CYB5AP3,93137954,93138776
1531,CYB5AP3,252516,253338
1532,CYB5AP4,22885489,22886067
1534,CYB561,63432302,63446360
1535,CYBA,88643288,88651083
1536,CYBB,37780016,37813460
1537,CYC1,144095034,144097526
1538,CYLC1,83861125,83886699
1539,CYLC2,102995310,103018487
1540,CYLD,50742025,50801934
1543,CYP1A1,74719541,74725609
1544,CYP1A2,74748842,74756599
1545,CYP1B1,38067602,38076180
1548,CYP2A6,40843537,40850446
1549,CYP2A7,40875438,40885950
1550,CYP2A7P1,41024250,41028262
1551,CYP3A7,99705036,99735199
1553,CYP2A13,41088450,41096194
1555,CYP2B6,40991298,41018395
1556,CYP2B7P,40924264,40950659
1557,CYP2C19,94762680,94855550
1558,CYP2C8,95036771,95069496
1559,CYP2C9,94938657,94989390
1562,CYP2C18,94683493,94736189
1564,CYP2D7,42139590,42144574
1564,CYP2D7,61940,66914
1564,CYP2D7,49783,54767
1564,CYP2D7,42400,47376
1564,CYP2D7,38872,43847
1564,CYP2D7,32157,37139
1564,CYP2D7,60598,65582
1564,CYP2D7,30996,35971
1565,CYP2D6,42126498,42130880
1565,CYP2D6,48839,53221
1565,CYP2D6,48825,53207
1565,CYP2D6,12064,16446
1565,CYP2D6,20087,24469
1565,CYP2D6,4239,8621
1566,CYP2D7BP,17949,22290
1568,CYP2D8P,42149882,42155090
1568,CYP2D8P,72212,77435
1568,CYP2D8P,60075,65284
1568,CYP2D8P,52671,57894
1568,CYP2D8P,49171,54379
1568,CYP2D8P,70891,76101
1568,CYP2D8P,41301,46511
1571,CYP2E1,133527362,133539115
1572,CYP2F1,41114291,41128380
1573,CYP2J2,59893307,59926797
1576,CYP3A4,99756959,99784187
1577,CYP3A5,99648188,99680025
1578,CYP3A51P,99685023,99700119
1579,CYP4A11,46929173,46941483
1580,CYP4B1,46798997,46819348
1581,CYP7A1,58490177,58500160
1582,CYP8B1,42872191,42876140
1583,CYP11A1,74337761,74367739
1584,CYP11B1,142872356,142879819
1585,CYP11B2,142910558,142917842
1586,CYP17A1,102830530,102837532
1587,ADAM3A,39451044,39522988
1588,CYP19A1,51208056,51338597
1589,CYP21A2,3261576,3264905
1589,CYP21A2,32038315,32041669
1589,CYP21A2,3476637,3479991
1589,CYP21A2,3279723,3283077
1589,CYP21A2,3380352,3383702
1589,CYP21A2,3339505,3342856
1590,CYP21A1P,32005635,32008908
1590,CYP21A1P,3253410,3256683
1590,CYP21A1P,3306824,3310097
1591,CYP24A1,54145730,54174031
1592,CYP26A1,93073474,93077883
1593,CYP27A1,218781732,218815292
1594,CYP27B1,57762333,57767192
1595,CYP51A1,92112148,92134744
1596,ADAM3B,49517645,49518584
1600,DAB1,56994777,58250546
1601,DAB2,39371673,39425232
1602,DACH1,71437965,71868067
1603,DAD1,22564906,22589236
1604,CD55,207321471,207360965
1605,DAG1,49468702,49535617
1606,DGKA,55931090,55954022
1607,DGKB,14145048,14974776
1608,DGKG,186147200,186362233
1609,DGKQ,958883,973559
1610,DAO,108880029,108901042
1611,DAP,10679229,10761274
1612,DAPK1,87497227,87708633
1613,DAPK3,3958452,3971122
1615,DARS,135905880,135985683
1616,DAXX,33318557,33323015
1616,DAXX,4730042,4734504
1616,DAXX,4562072,4566534
1616,DAXX,4754492,4758949
1616,DAXX,4512986,4517445
1617,DAZ1,23129354,23199116
1618,DAZL,16586791,16605498
1620,BRINP1,119166629,119369460
1621,DBH,133636362,133659343
1622,DBI,119366923,119372550
1623,DBIP2,80603161,80603630
1624,DBIP1,79436684,79437227
1624,DBIP1,9683,10226
1627,DBN1,177456611,177480367
1628,DBP,48630559,48637549
1629,DBT,100186921,100249863
1630,DCC,52340171,53535902
1632,ECI1,2239871,2251600
1633,DCK,70993547,71030913
1634,DCN,91143276,91183123
1635,DCTD,182890090,182917476
1636,ACE,63477060,63498379
1638,DCT,94437303,94549412
1639,DCTN1,74361153,74392086
1641,DCX,111293778,111412231
1642,DDB1,61299446,61333211
1643,DDB2,47214941,47239217
1644,DDC,50458435,50565459
1645,AKR1C1,4963261,4979966
1646,AKR1C2,4987774,5018032
1647,GADD45A,67685176,67688337
1648,GADD45AP1,87820920,87821468
1649,DDIT3,57516587,57520516
1650,DDOST,20651766,20661543
1652,DDT,23971364,23979827
1652,DDT,207728,216193
1653,DDX1,15591620,15631110
1654,DDX3X,41333307,41364471
1655,DDX5,64498253,64507037
1656,DDX6,118747762,118791695
1657,DMXL1,119071001,119249431
1659,DHX8,43483864,43544786
1660,DHX9,182839303,182887981
1661,DHX9P1,76984741,76988968
1662,DDX10,108665024,108940929
1663,DDX11,31073844,31104798
1665,DHX15,24527463,24584560
1666,DECR1,90001351,90053632
1667,DEFA1,6977648,6980119
1667,DEFA1,372760,375203
1668,DEFA3,7015868,7018335
1668,DEFA3,410988,413417
1669,DEFA4,6935819,6938337
1669,DEFA4,330942,333460
1670,DEFA5,7055299,7056738
1670,DEFA5,450425,451864
1671,DEFA6,6924693,6926075
1671,DEFA6,319817,321198
1672,DEFB1,6870574,6878006
1672,DEFB1,265821,273238
1673,DEFB4A,7894564,7896715
1673,DEFB4A,802390,804518
1674,DES,219418376,219426738
1675,CFD,859658,863568
1675,CFD,38538,42447
1676,DFFA,10460530,10472555
1677,DFFB,3857266,3885428
1678,TIMM8A,101345655,101348968
1687,GSDME,24698354,24762234
1690,COCH,30874495,30890617
1716,DGUOK,73926825,73958960
1717,DHCR7,71434410,71448430
1718,DHCR24,54849626,54887247
1719,DHFR,80626225,80654980
1720,DHFRP3,82856802,82857768
1723,DHODH,72008743,72025416
1725,DHPS,12671954,12681886
1727,CYB5R3,42617839,42649398
1728,NQO1,69709400,69726667
1729,DIAPH1,141515015,141619054
1730,DIAPH2,96684662,97600597
1731,SEPT1,30378132,30382849
1733,DIO1,53894186,53911085
1734,DIO2,80197524,80231053
1735,DIO3,101561350,101563451
1736,DKC1,154762741,154777688
1737,DLAT,112024813,112064277
1738,DLD,107891106,107921197
1739,DLG1,197042559,197299271
1740,DLG2,83455008,85628534
1741,DLG3,70444849,70505489
1742,DLG4,7189889,7220049
1743,DLST,74881890,74903746
1744,DLSTP1,75742001,75745012
1745,DLX1,172085479,172089673
1746,DLX2,172099437,172102749
1747,DLX3,49990004,49995223
1748,DLX4,49968969,49974958
1749,DLX5,97020389,97024830
1750,DLX6,97005977,97011039
1755,DMBT1,122560664,122643735
1756,DMD,31119218,33339608
1757,SARDH,133663073,133739957
1758,DMP1,87650301,87664360
1759,DNM1,128203354,128255247
1760,DMPK,45769708,45782556
1761,DMRT1,841646,969089
1762,DMWD,45783005,45792801
1763,DNA2,68414063,68472520
1767,DNAH5,13690327,14011828
1768,DNAH6,84459571,84819588
1769,DNAH8,38715328,39030797
1770,DNAH9,11598430,11970167
1773,DNASE1,3611736,3665471
1774,DNASE1L1,154401235,154412100
1775,DNASE1L2,2235815,2238710
1776,DNASE1L3,58192625,58211002
1777,DNASE2,12875210,12881520
1778,DYNC1H1,101964527,102050797
1780,DYNC1I1,95772505,96110321
1781,DYNC1I2,171687408,171750157
1783,DYNC1LI2,66720892,66751827
1785,DNM2,10718052,10831909
1786,DNMT1,10133343,10195134
1787,TRDMT1,17137335,17202070
1788,DNMT3A,25232960,25342589
1789,DNMT3B,32762384,32809355
1791,DNTT,96304327,96338563
1793,DOCK1,126905408,127452516
1794,DOCK2,169637246,170083381
1795,DOCK3,50674968,51384197
1796,DOK1,74549019,74557550
1797,DXO,31969810,31972289
1797,DXO,3447237,3449681
1797,DXO,3217585,3220029
1797,DXO,3311846,3314290
1797,DXO,3225780,3228224
1797,DXO,3270999,3273443
1798,DPAGT1,119096502,119102074
1800,DPEP1,89613307,89641539
1801,DPH1,2030111,2043430
1802,DPH2,43969980,43973370
1803,DPP4,161992240,162074541
1804,DPP6,153747985,154894289
1804,DPP6,23860,165625
1805,DPT,168695456,168729203
1806,DPYD,97077742,97921058
1807,DPYS,104379423,104467073
1808,DPYSL2,26514192,26658176
1809,DPYSL3,147390807,147510055
1810,DR1,93345920,93362591
1811,SLC26A3,107765466,107803232
1812,DRD1,175440037,175444217
1813,DRD2,113409594,113475278
1814,DRD3,114127622,114199406
1815,DRD4,637304,640705
1815,DRD4,167177,170576
1816,DRD5,9781633,9784008
1817,DRD5P1,91683884,91686277
1818,DRD5P2,144689613,144691841
1819,DRG2,18087866,18107984
1820,ARID3A,925732,975933
1821,DRP2,101219785,101264496
1822,ATN1,6924462,6942320
1823,DSC1,31129235,31162855
1824,DSC2,31065973,31102431
1825,DSC3,30989364,31042814
1826,DSCAM,40010998,40847138
1827,RCAN1,34516441,34615141
1828,DSG1,31318088,31359245
1829,DSG2,31498003,31549007
1830,DSG3,31447768,31478711
1831,TSC22D3,107713220,107777328
